t	POCSmin	rNBKmin	NBKmin	POCSmax	rNBKmax	NBKmax	POCSmedian	rNBKmedian	NBKmedian	POCSquant25	rNBKquant25	NBKquant25	POCSquant75	rNBKquant75	NBKquant75
21.324850236	0.000694766669495654	0.165817454565912	9.91984657137659e-09	0.000694766669495654	0.165817454565912	9.91984657137659e-09	0.000694766669495654	0.165817454565912	9.91984657137659e-09	0.000694766669495654	0.165817454565912	9.91984657137659e-09	0.000694766669495654	0.165817454565912	9.91984657137659e-09
21.456485114	0.000666083065577325	0.164639241932141	9.6552458716009e-09	0.000666083065577325	0.164639241932141	9.6552458716009e-09	0.000666083065577325	0.164639241932141	9.6552458716009e-09	0.000666083065577325	0.164639241932141	9.6552458716009e-09	0.000666083065577325	0.164639241932141	9.6552458716009e-09
21.588119992	0.000668348354566654	0.164307422171802	9.53752627192487e-09	0.000668348354566654	0.164307422171802	9.53752627192487e-09	0.000668348354566654	0.164307422171802	9.53752627192487e-09	0.000668348354566654	0.164307422171802	9.53752627192487e-09	0.000668348354566654	0.164307422171802	9.53752627192487e-09
21.71975487	0.00061751093072836	0.164460115546968	9.46661499886867e-09	0.00061751093072836	0.164460115546968	9.46661499886867e-09	0.00061751093072836	0.164460115546968	9.46661499886867e-09	0.00061751093072836	0.164460115546968	9.46661499886867e-09	0.00061751093072836	0.164460115546968	9.46661499886867e-09
21.851389748	0.00062045688104607	0.163949595085143	9.47885161406122e-09	0.00062045688104607	0.163949595085143	9.47885161406122e-09	0.00062045688104607	0.163949595085143	9.47885161406122e-09	0.00062045688104607	0.163949595085143	9.47885161406122e-09	0.00062045688104607	0.163949595085143	9.47885161406122e-09
21.983024626	0.000593468351832126	0.16403042236652	9.28274215150518e-09	0.000593468351832126	0.16403042236652	9.28274215150518e-09	0.000593468351832126	0.16403042236652	9.28274215150518e-09	0.000593468351832126	0.16403042236652	9.28274215150518e-09	0.000593468351832126	0.16403042236652	9.28274215150518e-09
22.114659504	0.000560590795275594	0.163091202845177	9.97990788871482e-09	0.000560590795275594	0.163091202845177	9.97990788871482e-09	0.000560590795275594	0.163091202845177	9.97990788871482e-09	0.000560590795275594	0.163091202845177	9.97990788871482e-09	0.000560590795275594	0.163091202845177	9.97990788871482e-09
22.246294382	0.000549103428501718	0.163318019595408	9.2217844471402e-09	0.000549103428501718	0.163318019595408	9.2217844471402e-09	0.000549103428501718	0.163318019595408	9.2217844471402e-09	0.000549103428501718	0.163318019595408	9.2217844471402e-09	0.000549103428501718	0.163318019595408	9.2217844471402e-09
22.37792926	0.00051925725028603	0.164406852690332	9.01201146311594e-09	0.00051925725028603	0.164406852690332	9.01201146311594e-09	0.00051925725028603	0.164406852690332	9.01201146311594e-09	0.00051925725028603	0.164406852690332	9.01201146311594e-09	0.00051925725028603	0.164406852690332	9.01201146311594e-09
22.509564138	0.00052495477918391	0.164080319772532	1.00011616339565e-08	0.00052495477918391	0.164080319772532	1.00011616339565e-08	0.00052495477918391	0.164080319772532	1.00011616339565e-08	0.00052495477918391	0.164080319772532	1.00011616339565e-08	0.00052495477918391	0.164080319772532	1.00011616339565e-08
